Timestamp,pH,COD_mg_L,BOD_mg_L,TDS_mg_L,Temperature_C,Trend_COD,Spike_Status,Spike_Parameter
2025-04-08 15:00:00,7.342,71.78,11.54,850.57,31.6,Increasing,NORMAL,None
2025-04-08 16:00:00,7.408,30.36,11.59,850.72,31.42,Stable,NORMAL,None
2025-04-08 17:00:00,7.268,67.91,10.33,860.14,30.97,Decreasing,NORMAL,None
2025-04-08 18:00:00,7.237,84.39,9.55,823.74,30.4,Increasing,NORMAL,None
2025-04-08 19:00:00,7.251,94.91,8.35,834.92,30.16,Increasing,NORMAL,None
2025-04-08 20:00:00,7.366,60.1,8.18,821.19,29.27,Decreasing,NORMAL,None
2025-04-08 21:00:00,7.523,78.44,10.85,829.42,29.19,Increasing,NORMAL,None
2025-04-08 22:00:00,7.146,120.93,9.27,854.81,28.7,Increasing,NORMAL,None
2025-04-08 23:00:00,7.3,78.86,7.41,849.44,28.42,Increasing,NORMAL,None
2025-04-09 00:00:00,7.367,98.43,7.83,847.99,28.74,Increasing,NORMAL,None
2025-04-09 01:00:00,7.238,80.73,6.26,839.61,29.07,Decreasing,NORMAL,None
2025-04-09 02:00:00,7.232,55.37,5.69,848.12,28.5,Decreasing,NORMAL,None
2025-04-09 03:00:00,7.415,60.71,5.0,858.69,29.0,Decreasing,NORMAL,None
2025-04-09 04:00:00,7.406,38.58,7.43,850.53,29.18,Decreasing,NORMAL,None
2025-04-09 05:00:00,7.347,56.95,8.95,849.13,30.22,Decreasing,NORMAL,None
2025-04-09 06:00:00,7.371,30.0,8.19,832.78,30.54,Decreasing,NORMAL,None
2025-04-09 07:00:00,7.286,97.82,7.87,825.74,30.84,Increasing,NORMAL,None
2025-04-09 08:00:00,7.277,68.21,6.86,824.45,31.33,Increasing,NORMAL,None
2025-04-09 09:00:00,7.489,88.13,8.06,837.7,31.3,Increasing,NORMAL,None
2025-04-09 10:00:00,7.151,82.37,6.91,854.9,32.28,Increasing,NORMAL,None
2025-04-09 11:00:00,7.395,49.28,8.89,872.11,31.82,Decreasing,NORMAL,None
2025-04-09 12:00:00,7.365,92.76,6.68,883.14,31.64,Increasing,NORMAL,None
2025-04-09 13:00:00,7.493,63.47,6.44,854.65,32.36,Decreasing,NORMAL,None
2025-04-09 14:00:00,7.086,82.98,6.37,860.02,31.61,Increasing,NORMAL,None
2025-04-09 15:00:00,7.443,53.09,5.67,865.06,32.1,Decreasing,NORMAL,None
2025-04-09 16:00:00,7.216,57.23,3.52,836.55,31.72,Decreasing,NORMAL,None
2025-04-09 17:00:00,7.241,49.41,4.58,831.1,30.96,Stable,NORMAL,None
2025-04-09 18:00:00,7.435,67.48,3.74,856.52,30.29,Decreasing,NORMAL,None
2025-04-09 19:00:00,7.392,72.39,5.53,864.74,29.65,Increasing,NORMAL,None
2025-04-09 20:00:00,7.249,90.33,4.63,847.75,29.57,Increasing,NORMAL,None
2025-04-09 21:00:00,7.485,54.5,5.03,860.78,29.2,Stable,NORMAL,None
2025-04-09 22:00:00,7.32,83.79,6.54,858.62,28.54,Increasing,NORMAL,None
2025-04-09 23:00:00,7.198,104.87,6.95,860.85,28.87,Increasing,NORMAL,None
2025-04-10 00:00:00,7.454,70.85,7.71,864.34,28.92,Increasing,NORMAL,None
2025-04-10 01:00:00,7.435,30.0,7.73,839.95,28.4,Decreasing,NORMAL,None
2025-04-10 02:00:00,7.269,65.63,7.21,831.92,29.0,Decreasing,NORMAL,None
2025-04-10 03:00:00,7.206,81.87,8.98,830.89,28.81,Increasing,NORMAL,None
2025-04-10 04:00:00,7.248,85.48,10.24,817.82,29.75,Stable,NORMAL,None
2025-04-10 05:00:00,7.175,113.56,12.92,815.01,30.42,Increasing,NORMAL,None
2025-04-10 06:00:00,7.139,91.54,12.61,819.09,30.62,Increasing,NORMAL,None
2025-04-10 07:00:00,7.264,87.48,10.34,831.7,31.19,Increasing,NORMAL,None
2025-04-10 08:00:00,7.524,56.13,7.83,817.4,31.01,Decreasing,NORMAL,None
2025-04-10 09:00:00,7.551,47.76,8.87,844.87,32.0,Decreasing,NORMAL,None
2025-04-10 10:00:00,7.441,48.73,7.58,834.12,32.15,Decreasing,NORMAL,None
2025-04-10 11:00:00,7.507,40.07,7.68,814.66,31.82,Decreasing,NORMAL,None
2025-04-10 12:00:00,7.412,106.2,7.33,804.98,32.41,Increasing,NORMAL,None
2025-04-10 13:00:00,7.416,49.37,5.15,821.74,32.17,Decreasing,NORMAL,None
2025-04-10 14:00:00,7.326,30.0,4.86,807.15,31.77,Decreasing,NORMAL,None
2025-04-10 15:00:00,7.338,148.0,9.82,828.55,31.7,Increasing,NORMAL,None
2025-04-10 16:00:00,7.419,104.63,9.04,840.19,31.15,Increasing,NORMAL,None
2025-04-10 17:00:00,7.457,35.65,7.96,823.97,30.74,Decreasing,NORMAL,None
2025-04-10 18:00:00,7.382,36.43,6.55,827.3,30.85,Decreasing,NORMAL,None
2025-04-10 19:00:00,7.538,78.31,6.92,822.95,29.9,Increasing,NORMAL,None
2025-04-10 20:00:00,7.272,73.15,7.13,825.85,29.55,Increasing,NORMAL,None
2025-04-10 21:00:00,7.459,76.71,6.47,798.05,29.39,Decreasing,NORMAL,None
2025-04-10 22:00:00,7.247,64.55,6.34,805.27,28.69,Decreasing,NORMAL,None
2025-04-10 23:00:00,7.182,99.93,7.78,813.95,28.86,Increasing,NORMAL,None
2025-04-11 00:00:00,7.276,132.15,10.54,828.08,29.01,Increasing,NORMAL,None
2025-04-11 01:00:00,7.32,59.86,6.92,815.95,28.66,Decreasing,NORMAL,None
2025-04-11 02:00:00,7.423,129.24,7.47,796.07,28.76,Increasing,NORMAL,None
2025-04-11 03:00:00,7.357,48.46,6.99,789.58,29.55,Decreasing,NORMAL,None
2025-04-11 04:00:00,7.31,30.0,5.25,797.25,29.87,Decreasing,NORMAL,None
2025-04-11 05:00:00,7.426,53.79,5.46,811.38,30.22,Decreasing,NORMAL,None
2025-04-11 06:00:00,7.341,69.42,4.39,830.27,30.16,Decreasing,NORMAL,None
2025-04-11 07:00:00,7.308,81.75,3.72,810.63,31.48,Increasing,NORMAL,None
2025-04-11 08:00:00,7.285,51.21,4.33,811.59,30.9,Decreasing,NORMAL,None
2025-04-11 09:00:00,7.442,70.76,5.0,812.79,32.14,Increasing,NORMAL,None
2025-04-11 10:00:00,7.293,128.85,6.16,846.52,32.43,Increasing,NORMAL,None
2025-04-11 11:00:00,7.268,63.11,5.75,847.27,32.23,Increasing,NORMAL,None
2025-04-11 12:00:00,7.281,67.27,5.97,849.07,32.62,Decreasing,NORMAL,None
2025-04-11 13:00:00,7.399,46.62,5.16,860.51,31.8,Decreasing,NORMAL,None
2025-04-11 14:00:00,7.192,46.26,3.77,856.22,32.41,Decreasing,NORMAL,None
2025-04-11 15:00:00,7.375,85.94,1.06,865.39,31.78,Increasing,NORMAL,None
2025-04-11 16:00:00,7.213,61.3,2.98,847.23,31.38,Decreasing,NORMAL,None
2025-04-11 17:00:00,7.142,43.54,3.3,854.12,30.84,Decreasing,NORMAL,None
2025-04-11 18:00:00,7.431,30.0,3.82,833.69,30.1,Decreasing,NORMAL,None
2025-04-11 19:00:00,7.497,30.0,3.78,810.05,29.97,Decreasing,NORMAL,None
2025-04-11 20:00:00,7.231,48.19,4.25,791.15,29.8,Increasing,NORMAL,None
2025-04-11 21:00:00,7.429,30.0,3.55,795.44,29.01,Decreasing,NORMAL,None
2025-04-11 22:00:00,7.335,99.39,4.7,790.69,29.26,Increasing,NORMAL,None
2025-04-11 23:00:00,7.371,89.52,6.54,799.35,28.62,Increasing,NORMAL,None
2025-04-12 00:00:00,7.348,109.4,7.82,810.07,28.79,Increasing,NORMAL,None
2025-04-12 01:00:00,7.376,91.52,6.16,814.44,28.56,Increasing,NORMAL,None
2025-04-12 02:00:00,7.511,92.98,6.3,819.01,29.19,Increasing,NORMAL,None
2025-04-12 03:00:00,7.286,57.13,7.27,799.52,29.7,Increasing,NORMAL,None
2025-04-12 04:00:00,7.412,30.0,7.66,772.91,29.62,Decreasing,NORMAL,None
2025-04-12 05:00:00,7.308,77.57,8.11,784.74,30.47,Decreasing,NORMAL,None
2025-04-12 06:00:00,7.303,30.0,7.17,774.08,30.66,Decreasing,NORMAL,None
2025-04-12 07:00:00,7.373,82.24,5.41,786.62,31.28,Decreasing,NORMAL,None
2025-04-12 08:00:00,7.447,68.98,5.56,802.58,31.48,Decreasing,NORMAL,None
2025-04-12 09:00:00,7.444,58.35,5.89,808.71,32.37,Stable,NORMAL,None
2025-04-12 10:00:00,7.256,81.7,5.66,791.35,31.88,Increasing,NORMAL,None
2025-04-12 11:00:00,7.318,39.12,5.55,750.01,32.67,Decreasing,NORMAL,None
2025-04-12 12:00:00,7.42,41.48,4.35,778.19,32.43,Increasing,NORMAL,None
2025-04-12 13:00:00,7.536,46.04,4.5,775.65,32.22,Decreasing,NORMAL,None
2025-04-12 14:00:00,7.519,30.0,6.24,751.09,32.04,Decreasing,NORMAL,None
2025-04-12 15:00:00,7.318,199.17,28.71,774.82,32.13,Increasing,NORMAL,None
2025-04-12 16:00:00,7.46,163.85,25.16,797.08,31.96,Increasing,NORMAL,None
2025-04-12 17:00:00,7.421,77.7,21.61,796.28,31.14,Increasing,NORMAL,None
2025-04-12 18:00:00,7.263,83.28,18.6,800.01,30.79,Increasing,NORMAL,None
2025-04-12 19:00:00,7.233,130.56,19.71,775.36,29.85,Increasing,NORMAL,None
2025-04-12 20:00:00,7.243,125.75,20.13,796.5,29.4,Increasing,NORMAL,None
2025-04-12 21:00:00,7.255,153.74,26.47,802.71,29.13,Decreasing,NORMAL,None
2025-04-12 22:00:00,7.039,165.68,22.22,812.09,29.14,Stable,NORMAL,None
2025-04-12 23:00:00,7.206,117.28,19.71,805.21,28.89,Increasing,NORMAL,None
2025-04-13 00:00:00,7.385,109.13,17.79,800.32,28.88,Increasing,NORMAL,None
2025-04-13 01:00:00,7.358,102.67,17.42,806.51,29.03,Decreasing,NORMAL,None
2025-04-13 02:00:00,7.26,105.48,17.68,827.68,28.53,Decreasing,NORMAL,None
2025-04-13 03:00:00,7.38,93.62,15.31,803.77,29.33,Decreasing,NORMAL,None
2025-04-13 04:00:00,7.211,124.01,12.4,801.88,29.59,Decreasing,NORMAL,None
2025-04-13 05:00:00,7.444,62.7,11.89,794.61,29.5,Decreasing,NORMAL,None
2025-04-13 06:00:00,7.266,74.51,10.91,804.45,30.81,Decreasing,NORMAL,None
2025-04-13 07:00:00,7.319,111.35,10.84,811.47,30.91,Increasing,NORMAL,None
2025-04-13 08:00:00,7.256,100.2,10.3,823.62,31.79,Decreasing,NORMAL,None
2025-04-13 09:00:00,7.325,136.06,11.16,823.6,32.43,Increasing,NORMAL,None
2025-04-13 10:00:00,7.282,73.94,9.56,828.43,31.8,Decreasing,NORMAL,None
2025-04-13 11:00:00,7.29,43.86,7.66,820.38,31.62,Decreasing,NORMAL,None
2025-04-13 12:00:00,7.193,62.02,7.74,812.44,32.22,Decreasing,NORMAL,None
2025-04-13 13:00:00,7.395,78.71,6.18,798.8,32.0,Decreasing,NORMAL,None
2025-04-13 14:00:00,7.294,68.56,5.84,798.59,32.55,Decreasing,NORMAL,None
2025-04-13 15:00:00,7.491,41.96,5.17,815.95,31.26,Decreasing,NORMAL,None
2025-04-13 16:00:00,7.211,30.0,4.28,799.13,31.46,Decreasing,NORMAL,None
2025-04-13 17:00:00,7.384,81.21,2.03,806.93,31.34,Increasing,NORMAL,None
2025-04-13 18:00:00,7.287,150.95,14.28,833.09,30.09,Increasing,NORMAL,None
2025-04-13 19:00:00,7.306,61.88,14.49,838.28,29.8,Decreasing,NORMAL,None
2025-04-13 20:00:00,7.255,114.12,15.26,848.57,29.34,Increasing,NORMAL,None
2025-04-13 21:00:00,7.456,97.29,15.27,868.33,29.37,Increasing,NORMAL,None
2025-04-13 22:00:00,7.328,77.67,11.16,870.83,28.8,Increasing,NORMAL,None
2025-04-13 23:00:00,7.307,70.96,10.93,866.73,28.88,Decreasing,NORMAL,None
2025-04-14 00:00:00,7.469,45.38,9.43,869.72,29.15,Decreasing,NORMAL,None
2025-04-14 01:00:00,7.377,78.08,9.42,854.54,28.74,Increasing,NORMAL,None
2025-04-14 02:00:00,7.391,79.74,8.03,854.52,28.63,Decreasing,NORMAL,None
2025-04-14 03:00:00,7.47,74.46,9.85,850.63,29.59,Decreasing,NORMAL,None
2025-04-14 04:00:00,7.31,92.7,8.78,858.06,29.06,Increasing,NORMAL,None
2025-04-14 05:00:00,7.415,98.05,6.71,853.69,29.76,Increasing,NORMAL,None
2025-04-14 06:00:00,7.375,71.4,6.51,840.84,30.16,Increasing,NORMAL,None
2025-04-14 07:00:00,7.287,88.14,8.02,848.61,30.79,Increasing,NORMAL,None
2025-04-14 08:00:00,7.462,89.51,6.32,833.77,31.08,Increasing,NORMAL,None
2025-04-14 09:00:00,7.262,49.05,7.0,830.79,31.78,Decreasing,NORMAL,None
2025-04-14 10:00:00,7.137,42.35,4.35,828.34,32.79,Decreasing,NORMAL,None
2025-04-14 11:00:00,7.315,62.13,5.8,815.14,31.52,Decreasing,NORMAL,None
2025-04-14 12:00:00,7.29,53.7,4.28,793.72,32.5,Decreasing,NORMAL,None
2025-04-14 13:00:00,7.392,48.98,5.12,787.3,32.13,Decreasing,NORMAL,None
2025-04-14 14:00:00,7.4,42.41,5.49,785.86,32.14,Decreasing,NORMAL,None
2025-04-14 15:00:00,7.376,50.18,8.53,777.38,31.56,Stable,NORMAL,None
2025-04-14 16:00:00,7.198,38.85,9.89,760.04,31.51,Decreasing,NORMAL,None
2025-04-14 17:00:00,7.322,85.17,9.86,728.89,30.45,Increasing,NORMAL,None
2025-04-14 18:00:00,7.336,81.89,8.19,730.74,30.4,Increasing,NORMAL,None
2025-04-14 19:00:00,7.287,103.64,6.97,757.18,29.77,Increasing,NORMAL,None
2025-04-14 20:00:00,7.292,93.09,5.64,784.18,29.66,Increasing,NORMAL,None
2025-04-14 21:00:00,7.455,61.27,5.96,771.74,29.4,Increasing,NORMAL,None
2025-04-14 22:00:00,7.208,82.86,4.91,795.12,28.53,Increasing,NORMAL,None
2025-04-14 23:00:00,7.391,81.08,4.14,810.7,28.74,Decreasing,NORMAL,None
2025-04-15 00:00:00,7.388,69.99,4.94,831.35,29.13,Decreasing,NORMAL,None
2025-04-15 01:00:00,7.392,71.5,6.45,838.09,29.09,Decreasing,NORMAL,None
2025-04-15 02:00:00,7.356,82.07,5.75,824.01,29.3,Decreasing,NORMAL,None
2025-04-15 03:00:00,7.351,65.6,5.82,847.47,28.66,Increasing,NORMAL,None
2025-04-15 04:00:00,7.28,30.0,5.29,846.13,29.61,Decreasing,NORMAL,None
2025-04-15 05:00:00,7.275,82.63,5.15,833.13,29.91,Stable,NORMAL,None
2025-04-15 06:00:00,7.492,30.0,5.58,819.42,30.47,Decreasing,NORMAL,None
2025-04-15 07:00:00,7.479,60.51,5.4,827.82,30.97,Decreasing,NORMAL,None
2025-04-15 08:00:00,7.356,37.18,5.88,804.91,31.65,Decreasing,NORMAL,None
2025-04-15 09:00:00,7.388,38.14,5.67,795.49,31.1,Decreasing,NORMAL,None
2025-04-15 10:00:00,7.361,53.39,3.34,802.28,32.42,Increasing,NORMAL,None
2025-04-15 11:00:00,7.492,30.0,4.96,792.06,32.52,Decreasing,NORMAL,None
2025-04-15 12:00:00,7.283,79.52,5.58,791.89,32.17,Increasing,NORMAL,None
2025-04-15 13:00:00,7.429,38.12,4.56,753.68,32.15,Decreasing,NORMAL,None
2025-04-15 14:00:00,7.499,50.2,5.93,751.86,31.77,Increasing,NORMAL,None
2025-04-15 15:00:00,7.388,30.0,4.46,742.18,31.58,Decreasing,NORMAL,None
2025-04-15 16:00:00,7.334,76.89,4.02,750.32,31.18,Increasing,NORMAL,None
2025-04-15 17:00:00,7.335,91.14,4.23,770.49,30.61,Increasing,NORMAL,None
2025-04-15 18:00:00,7.423,70.05,3.22,780.81,30.48,Decreasing,NORMAL,None
2025-04-15 19:00:00,7.411,71.88,2.44,802.66,29.66,Increasing,NORMAL,None
2025-04-15 20:00:00,7.456,34.65,1.2,795.55,29.19,Decreasing,NORMAL,None
2025-04-15 21:00:00,7.467,38.31,1.36,788.7,29.13,Increasing,NORMAL,None
2025-04-15 22:00:00,7.419,30.0,1.77,811.97,29.28,Decreasing,NORMAL,None
2025-04-15 23:00:00,7.314,42.58,1.0,789.81,29.02,Decreasing,NORMAL,None
2025-04-16 00:00:00,7.437,41.45,1.0,779.92,28.31,Decreasing,NORMAL,None
2025-04-16 01:00:00,7.269,30.0,1.0,764.5,28.72,Decreasing,NORMAL,None
2025-04-16 02:00:00,7.264,90.3,1.92,754.39,28.92,Increasing,NORMAL,None
2025-04-16 03:00:00,7.428,43.35,3.99,751.21,28.91,Increasing,NORMAL,None
2025-04-16 04:00:00,7.588,30.0,3.61,749.37,30.02,Stable,NORMAL,None
2025-04-16 05:00:00,7.39,58.45,3.38,741.85,29.58,Increasing,NORMAL,None
2025-04-16 06:00:00,7.347,58.08,4.25,752.87,30.18,Increasing,NORMAL,None
2025-04-16 07:00:00,7.334,53.75,4.71,763.92,31.2,Increasing,NORMAL,None
2025-04-16 08:00:00,7.305,53.05,5.76,775.52,30.85,Decreasing,NORMAL,None
2025-04-16 09:00:00,7.538,30.0,5.23,772.09,31.62,Decreasing,NORMAL,None
2025-04-16 10:00:00,7.389,107.31,5.46,775.07,31.77,Increasing,NORMAL,None
2025-04-16 11:00:00,7.436,30.0,5.78,766.68,31.98,Decreasing,NORMAL,None
2025-04-16 12:00:00,7.317,61.38,7.05,778.88,32.28,Increasing,NORMAL,None
2025-04-16 13:00:00,7.398,30.0,4.19,769.49,32.42,Decreasing,NORMAL,None
2025-04-16 14:00:00,7.47,62.64,4.04,761.86,32.16,Increasing,NORMAL,None
2025-04-16 15:00:00,7.275,82.59,4.88,757.67,31.66,Increasing,NORMAL,None
2025-04-16 16:00:00,7.316,42.64,5.59,745.46,31.24,Decreasing,NORMAL,None
2025-04-16 17:00:00,7.272,54.01,6.17,736.32,31.41,Increasing,NORMAL,None
2025-04-16 18:00:00,7.295,55.34,4.09,744.95,30.2,Decreasing,NORMAL,None
2025-04-16 19:00:00,7.438,43.51,3.59,770.08,30.23,Increasing,NORMAL,None
2025-04-16 20:00:00,7.266,71.38,4.44,785.06,29.52,Increasing,NORMAL,None
2025-04-16 21:00:00,7.532,57.28,3.76,811.65,28.93,Decreasing,NORMAL,None
2025-04-16 22:00:00,7.398,38.92,2.18,815.82,29.29,Decreasing,NORMAL,None
2025-04-16 23:00:00,7.349,30.0,2.34,800.64,29.1,Decreasing,NORMAL,None
2025-04-17 00:00:00,7.314,74.75,2.28,801.21,28.03,Increasing,NORMAL,None
2025-04-17 01:00:00,7.275,55.58,2.74,799.1,28.89,Increasing,NORMAL,None
2025-04-17 02:00:00,7.295,61.01,2.38,789.03,28.96,Decreasing,NORMAL,None
2025-04-17 03:00:00,7.446,59.34,5.52,774.25,28.9,Increasing,NORMAL,None
2025-04-17 04:00:00,7.274,55.7,6.08,794.6,29.88,Increasing,NORMAL,None
2025-04-17 05:00:00,7.408,50.83,4.59,785.78,29.57,Increasing,NORMAL,None
2025-04-17 06:00:00,7.205,99.99,5.69,809.64,30.05,Increasing,NORMAL,None
2025-04-17 07:00:00,7.458,51.07,4.81,808.4,30.94,Decreasing,NORMAL,None
2025-04-17 08:00:00,7.399,60.43,5.31,799.91,31.24,Stable,NORMAL,None
2025-04-17 09:00:00,7.245,62.99,4.48,831.33,31.67,Increasing,NORMAL,None
2025-04-17 10:00:00,7.399,51.85,7.26,825.14,32.0,Decreasing,NORMAL,None
2025-04-17 11:00:00,7.313,115.64,7.75,827.56,32.36,Increasing,NORMAL,None
2025-04-17 12:00:00,7.559,30.0,8.66,827.81,32.71,Decreasing,NORMAL,None
2025-04-17 13:00:00,7.191,105.11,13.31,840.08,32.21,Increasing,NORMAL,None
2025-04-17 14:00:00,7.36,95.89,12.94,845.55,31.97,Increasing,NORMAL,None
2025-04-17 15:00:00,7.227,73.49,11.51,849.22,31.41,Increasing,NORMAL,None
2025-04-17 16:00:00,7.3,48.28,9.35,857.36,30.9,Decreasing,NORMAL,None
2025-04-17 17:00:00,7.3,103.33,10.28,871.55,30.6,Decreasing,NORMAL,None
2025-04-17 18:00:00,7.411,89.78,11.16,873.6,30.43,Increasing,NORMAL,None
2025-04-17 19:00:00,7.311,69.21,9.35,852.42,29.85,Decreasing,NORMAL,None
2025-04-17 20:00:00,7.494,71.95,8.19,824.96,29.59,Decreasing,NORMAL,None
2025-04-17 21:00:00,7.105,208.5,32.77,855.22,29.38,Increasing,NORMAL,None
2025-04-17 22:00:00,7.253,150.63,29.8,875.43,28.77,Increasing,NORMAL,None
2025-04-17 23:00:00,7.269,138.24,27.02,894.8,28.77,Increasing,NORMAL,None
2025-04-18 00:00:00,7.478,156.56,24.59,901.45,28.72,Increasing,NORMAL,None
2025-04-18 01:00:00,7.272,112.32,21.64,923.69,29.09,Increasing,NORMAL,None
2025-04-18 02:00:00,7.417,89.43,18.64,898.75,28.48,Increasing,NORMAL,None
2025-04-18 03:00:00,7.168,119.86,17.81,898.63,29.66,Decreasing,NORMAL,None
2025-04-18 04:00:00,7.243,81.43,16.25,881.22,29.24,Decreasing,NORMAL,None
2025-04-18 05:00:00,7.425,88.64,13.72,896.07,29.69,Decreasing,NORMAL,None
2025-04-18 06:00:00,7.409,103.9,14.36,913.14,30.5,Decreasing,NORMAL,None
2025-04-18 07:00:00,7.159,91.68,14.0,945.01,30.92,Decreasing,NORMAL,None
2025-04-18 08:00:00,7.152,113.15,18.23,946.09,31.56,Increasing,NORMAL,None
2025-04-18 09:00:00,7.386,100.43,17.23,933.73,31.6,Decreasing,NORMAL,None
2025-04-18 10:00:00,7.358,98.89,16.85,920.8,31.22,Increasing,NORMAL,None
2025-04-18 11:00:00,7.252,139.92,15.97,895.12,31.9,Increasing,NORMAL,None
2025-04-18 12:00:00,7.38,175.16,15.34,903.78,31.61,Increasing,NORMAL,None
2025-04-18 13:00:00,7.439,62.8,14.24,886.45,32.28,Decreasing,NORMAL,None
2025-04-18 14:00:00,7.274,104.83,11.88,880.24,31.74,Decreasing,NORMAL,None
2025-04-18 15:00:00,7.377,86.85,12.32,887.78,31.84,Decreasing,NORMAL,None
2025-04-18 16:00:00,7.341,93.25,11.63,880.84,30.97,Decreasing,NORMAL,None
2025-04-18 17:00:00,7.298,49.97,11.15,868.88,31.27,Decreasing,NORMAL,None
2025-04-18 18:00:00,7.282,98.89,11.35,871.55,30.95,Decreasing,NORMAL,None
2025-04-18 19:00:00,7.462,64.09,8.73,874.66,29.91,Stable,NORMAL,None
2025-04-18 20:00:00,7.412,91.31,8.31,858.87,29.52,Decreasing,NORMAL,None
2025-04-18 21:00:00,7.462,86.4,8.18,840.73,29.06,Stable,NORMAL,None
2025-04-18 22:00:00,7.325,109.59,8.97,835.37,29.03,Increasing,NORMAL,None
2025-04-18 23:00:00,7.288,103.04,11.14,834.37,29.09,Increasing,NORMAL,None
2025-04-19 00:00:00,7.283,99.57,9.14,822.22,28.92,Stable,NORMAL,None
2025-04-19 01:00:00,7.299,50.81,8.57,821.83,28.43,Decreasing,NORMAL,None
2025-04-19 02:00:00,7.308,71.34,8.43,821.93,28.66,Decreasing,NORMAL,None
2025-04-19 03:00:00,7.218,35.42,6.85,795.03,29.22,Decreasing,NORMAL,None
2025-04-19 04:00:00,7.319,89.84,6.48,808.69,28.8,Decreasing,NORMAL,None
2025-04-19 05:00:00,7.552,73.05,7.74,792.61,30.16,Decreasing,NORMAL,None
2025-04-19 06:00:00,7.439,55.08,5.82,783.93,30.25,Decreasing,NORMAL,None
2025-04-19 07:00:00,7.429,31.48,6.97,776.61,31.21,Decreasing,NORMAL,None
2025-04-19 08:00:00,7.429,36.97,7.13,772.73,31.87,Decreasing,NORMAL,None
2025-04-19 09:00:00,7.516,30.0,5.63,774.84,31.58,Decreasing,NORMAL,None
2025-04-19 10:00:00,7.511,63.26,5.53,762.5,31.93,Decreasing,NORMAL,None
2025-04-19 11:00:00,7.358,50.3,4.82,781.83,32.5,Decreasing,NORMAL,None
2025-04-19 12:00:00,7.385,50.24,5.44,771.66,31.92,Decreasing,NORMAL,None
2025-04-19 13:00:00,7.436,30.0,4.78,803.73,32.09,Decreasing,NORMAL,None
2025-04-19 14:00:00,7.274,62.78,5.72,788.5,31.83,Increasing,NORMAL,None
2025-04-19 15:00:00,7.314,70.41,5.97,791.96,31.36,Increasing,NORMAL,None
2025-04-19 16:00:00,7.335,95.99,5.02,793.78,31.11,Increasing,NORMAL,None
2025-04-19 17:00:00,7.455,30.0,4.57,817.32,31.22,Decreasing,NORMAL,None
2025-04-19 18:00:00,7.356,52.63,3.11,819.39,30.55,Increasing,NORMAL,None
2025-04-19 19:00:00,7.189,71.18,3.74,820.23,30.0,Increasing,NORMAL,None
2025-04-19 20:00:00,7.507,33.09,4.46,815.84,29.44,Decreasing,NORMAL,None
2025-04-19 21:00:00,7.247,70.15,5.19,804.71,29.37,Stable,NORMAL,None
2025-04-19 22:00:00,7.387,30.0,3.59,795.34,29.51,Decreasing,NORMAL,None
2025-04-19 23:00:00,7.366,95.62,2.55,819.47,28.15,Increasing,NORMAL,None
2025-04-20 00:00:00,7.307,58.18,3.04,814.5,28.27,Increasing,NORMAL,None
2025-04-20 01:00:00,7.442,48.18,2.55,824.6,28.11,Decreasing,NORMAL,None
2025-04-20 02:00:00,7.294,77.79,5.29,824.15,29.09,Increasing,NORMAL,None
2025-04-20 03:00:00,7.45,46.5,4.65,810.98,29.42,Decreasing,NORMAL,None
2025-04-20 04:00:00,7.504,30.0,5.71,801.03,29.13,Stable,NORMAL,None
2025-04-20 05:00:00,7.312,54.51,4.89,808.0,30.46,Decreasing,NORMAL,None
2025-04-20 06:00:00,7.566,49.71,2.82,805.84,30.89,Decreasing,NORMAL,None
2025-04-20 07:00:00,7.246,78.04,4.5,825.77,31.16,Increasing,NORMAL,None
2025-04-20 08:00:00,7.281,53.32,2.88,836.02,30.99,Decreasing,NORMAL,None
2025-04-20 09:00:00,7.386,30.0,2.43,827.96,31.89,Decreasing,NORMAL,None
2025-04-20 10:00:00,7.39,30.0,4.25,805.97,31.9,Stable,NORMAL,None
2025-04-20 11:00:00,7.408,43.29,4.13,819.78,32.25,Decreasing,NORMAL,None
2025-04-20 12:00:00,7.347,33.64,4.38,818.14,31.95,Decreasing,NORMAL,None
2025-04-20 13:00:00,7.31,31.0,4.47,794.04,32.12,Decreasing,NORMAL,None
2025-04-20 14:00:00,7.425,43.03,3.49,773.7,31.44,Decreasing,NORMAL,None
2025-04-20 15:00:00,7.267,79.58,4.02,776.75,31.89,Increasing,NORMAL,None
2025-04-20 16:00:00,7.32,83.18,3.66,778.45,31.32,Increasing,NORMAL,None
2025-04-20 17:00:00,7.42,48.65,1.7,784.54,30.91,Increasing,NORMAL,None
2025-04-20 18:00:00,7.378,52.07,2.03,768.85,30.09,Increasing,NORMAL,None
2025-04-20 19:00:00,7.3,92.6,1.81,790.33,30.52,Increasing,NORMAL,None
2025-04-20 20:00:00,7.345,37.4,2.95,770.4,29.55,Decreasing,NORMAL,None
2025-04-20 21:00:00,7.372,73.97,2.82,778.16,29.65,Decreasing,NORMAL,None
2025-04-20 22:00:00,7.248,41.71,1.47,758.23,28.92,Decreasing,NORMAL,None
2025-04-20 23:00:00,7.364,51.25,1.0,761.4,28.91,Increasing,NORMAL,None
2025-04-21 00:00:00,7.537,39.16,3.97,750.67,28.76,Decreasing,NORMAL,None
2025-04-21 01:00:00,7.431,30.0,2.78,750.21,28.5,Decreasing,NORMAL,None
